NIVEL-DO-CURSO,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,CURSO-DE-CURTA-DURACAO-MINISTRADO_Id
"OUTRA","Técnicas para Desenvolvimento e Aceleração de códigos Científicos","2014","Brasil","Português","NAO_INFORMADO","","NAO","","","SIM",0
"OUTRA","Carro de controle remoto com a equipe Phoenix: uma abordagem interdisciplinar da engenharia","2016","Brasil","Português","NAO_INFORMADO","","NAO","","","SIM",1
"OUTRA","Aceleração de Aplicações em Processadores Modernos","2013","Brasil","Português","MEIO_DIGITAL","","NAO","","","SIM",2
