NOME_INSTITUICAO_EMPRESA,NOME_ORGAO,NOME_UNIDADE,LOGRADOURO_COMPLEMENTO,PAIS,UF,CEP,CIDADE,BAIRRO,DDD,TELEFONE,FAX,CAIXA_POSTAL,HOME_PAGE
Universidade Estadual de Campinas,Instituto de Economia,Centro de Estudos de Relações Internacionais,Cidade Universitária Zeferino Vaz,Brasil,SP,13083-970,Campinas,Barão Geraldo,19,35215779,32891512,6135,http://www.eco.unicamp.br
