TIPO,NATUREZA,TITULO,ANO,PAIS-DE-PUBLICACAO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,PREFACIO-POSFACIO_Id
"PREFACIO","REVISTAS_OU_PERIODICOS","Software Components, Architectures and Reuse","2008","Austria","Inglês","MEIO_DIGITAL","http://www.jucs.org/jucs_14_8/software_components_architectures_and/abstract.html","NAO","","",0
