NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,ORIENTACOES-CONCLUIDAS-PARA-DOUTORADO_Id
"Tese de doutorado","Uma Arquitetura de Software Baseada em Padrões de Projeto para o Desenvolvimento de Aplicações Concorrentes Confiáveis","2001","Brasil","Português","","NAO","","",0
"Tese de doutorado","Tratamento de Exceções no Desenvolvimento de Sistemas Tolerants a Falhas baseados em Componentes","2006","Brasil","Português","","NAO","","",1
"Tese de doutorado","A Rigorous Architectural Approach to Develop Dependable Component-Based Software Systems","2009","Brasil","Português","","NAO","","",2
"Tese de doutorado","Evolução de Arquiteturas de Linhas de Produtos Baseadas em Componentes e Aspectos","2012","Brasil","Português","","NAO","","",3
"Tese de doutorado","Uma Infraestrutura Autoadaptativa Baseada em Linhas de Produtos de Software para Composições de Serviços Tolerantes a Falhas","2013","Brasil","Português","","NAO","","",4
"Tese de doutorado","Um Ambiente para Desenvolvimento de Sistemas Tolerantes a Falhas usando Componentes de Software","2004","Brasil","Português","","NAO","","",5
