NOME-DO-AUTOR-DA-PUBLICACAO,TITULO-DA-PUBLICACAO,ISSN-ISBN,NUMERO-DA-EDICAO-REVISAO,VOLUME,SERIE,FASCICULO,EDITORA-DO-PREFACIO-POSFACIO,CIDADE-DA-EDITORA,PREFACIO-POSFACIO_Id
"Journal of Universal Computer Science","Software Components, Architectures and Reuse","ISSN 0948696","","14","","8","Graz University of Technology","Graz, Austria",0
