NOME-DO-EVENTO,INSTITUICAO-PROMOTORA,LOCAL-DA-APRESENTACAO,CIDADE-DA-APRESENTACAO,NOME-DO-EVENTO-INGLES,APRESENTACAO-DE-TRABALHO_Id
"","","Centro de Convenções do Recife","Recife, Pernanbuco","",0
"4th International Workshop on Exception Handling (WEH 2008)","","","","",1
