FINALIDADE,PLATAFORMA,AMBIENTE,DISPONIBILIDADE,INSTITUICAO-FINANCIADORA,FINALIDADE-INGLES,SOFTWARE_Id
"suporte computacional para o desenvolvimento de software baseado em componentes centrado na arquitetura de software","Eclipse: an open development platform based on Java","Linux/Windows","IRRESTRITA","Universidade Estadual de Campinas","",0
