SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,NOME-UNIDADE,SERVICO-REALIZADO,ATIVIDADES-DE-SERVICO-TECNICO-ESPECIALIZADO_Id
"77","ANTERIOR","8","2003","7","2008","007902000990","Instituto de Computação","","","consultoria de desenvolvimento de software junto à empresa Emac Digital Brasil, São Paulo.",0
