TIPO-DE-ORIENTACAO,NOME-DO-ORIENTADO,CODIGO-INSTITUICAO,NOME-DA-INSTITUICAO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-DO-CURSO,FLAG-BOLSA,CODIGO-AGENCIA-FINANCIADORA,NOME-DA-AGENCIA,NUMERO-DE-PAGINAS,NUMERO-ID-ORIENTADO,NOME-DO-CURSO-INGLES,ORIENTACOES-CONCLUIDAS-PARA-DOUTORADO_Id
"ORIENTADOR_PRINCIPAL","Delano Medeiros Beder","007900000004","Universidade Estadual de Campinas","","","33070059","Ciência da Computação","SIM","002200000000","Conselho Nacional de Desenvolvimento Científico e Tecnológico","0","5845245549777383","Computer Science",0
"ORIENTADOR_PRINCIPAL","Fernando José Castor de Lima Filho","007900000004","Universidade Estadual de Campinas","","","33070059","Ciência da Computação","SIM","037700000002","Fundação de Amparo à Pesquisa do Estado de São Paulo","","7310046838140771","Computer Science",1
"ORIENTADOR_PRINCIPAL","Patrick Henrique da Silva Brito","007900000004","Universidade Estadual de Campinas","","","60041870","Doutorado em Ciência da Computação - UNICAMP","SIM","037700000002","Fundação de Amparo à Pesquisa do Estado de São Paulo","","4155051332618408","Computer Sciences",2
"ORIENTADOR_PRINCIPAL","Leonardo Pondian Tizzei","007900000004","Universidade Estadual de Campinas","","","60041870","Doutorado em Ciência da Computação - UNICAMP","SIM","045000000000","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","","6628926147307456","Computer Sciences",3
"ORIENTADOR_PRINCIPAL","Amanda Sávio Nascimento Silva","007900000004","Universidade Estadual de Campinas","","","60041870","Doutorado em Ciência da Computação - UNICAMP","SIM","045000000000","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","","6066220799172902","Computer Sciences",4
"ORIENTADOR_PRINCIPAL","Paulo Asterio de Castro Guerra","007900000004","Universidade Estadual de Campinas","","","33070059","Ciência da Computação","SIM","045000000000","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","0","6572767349410184","Computer Science",5
