NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,OUTRAS-PARTICIPACOES-EM-EVENTOS-CONGRESSOS_Id
"Outra","Comitê de Programa","2004","Brasil","","NAO_INFORMADO","","NAO","Avaliador","Convidado","","","NAO",0
"Outra","Comitê de Programa","2006","Brasil","","NAO_INFORMADO","","NAO","Avaliador","Convidado","","","NAO",1
