NIVEL-DO-CURSO,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,CURSO-DE-CURTA-DURACAO-MINISTRADO_Id
"OUTRA","Arquitetura de Software e Desenvolvimento Baseado em Componentes","2006","Brasil","Português","MEIO_DIGITAL","","NAO","","","NAO",0
