ARTIGO-PUBLICADO_Id,SEQUENCIA-PRODUCAO,ORDEM-IMPORTANCIA,ARTIGOS-PUBLICADOS_Id
0,"3","",0
1,"4","",0
2,"58","",0
3,"149","",0
4,"257","",0
5,"300","",0
6,"338","",0
7,"339","",0
8,"340","",0
9,"341","",0
10,"342","",0
11,"343","",0
12,"350","",0
13,"410","",0
14,"414","",0
15,"424","",0
16,"310","",0
