NOME-COMPLETO-DO-AUTOR,NOME-PARA-CITACAO,ORDEM-DE-AUTORIA,NRO-ID-CNPQ,TRABALHO-EM-EVENTOS_Id,ARTIGO-PUBLICADO_Id,LIVRO-PUBLICADO-OU-ORGANIZADO_Id,CAPITULO-DE-LIVRO-PUBLICADO_Id,PREFACIO-POSFACIO_Id,SOFTWARE_Id,TRABALHO-TECNICO_Id,APRESENTACAO-DE-TRABALHO_Id,CURSO-DE-CURTA-DURACAO-MINISTRADO_Id,DESENVOLVIMENTO-DE-MATERIAL-DIDATICO-OU-INSTRUCIONAL_Id,EDITORACAO_Id,ORGANIZACAO-DE-EVENTO_Id
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","3","1396497553199632",63,,,,,,,,,,,
"Patrick Henrique da Silva Brito","BRITO, P. H. S.","1","4155051332618408",64,,,,,,,,,,,
"Rogério de Lemos","LEMOS, R.","2","",64,,,,,,,,,,,
"Eliane Martins","MARTINS, E.","3","7628786577802962",64,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","4","1396497553199632",64,,,,,,,,,,,
"Patrick Henrique da Silva Brito","BRITO, P. H. S.","1","4155051332618408",65,,,,,,,,,,,
"Paulo Asterio de Castro Guerra","GUERRA, Paulo Asterio de Castro","2","6572767349410184",65,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","3","1396497553199632",65,,,,,,,,,,,
"Patrick Henrique da Silva Brito","BRITO, P. H. S.","1","4155051332618408",66,,,,,,,,,,,
"Rogério de Lemos","LEMOS, R.","2","",66,,,,,,,,,,,
"Eliane Martins","MARTINS, E.","3","7628786577802962",66,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","4","1396497553199632",66,,,,,,,,,,,
"Leonardo Pondian Tizzei","TIZZEI, L. P.","1","6628926147307456",67,,,,,,,,,,,
"Paulo Asterio de Castro Guerra","GUERRA, Paulo Asterio de Castro","2","6572767349410184",67,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","3","1396497553199632",67,,,,,,,,,,,
"Fernando Castor Filho","CASTOR FILHO, Fernando","1","1396497553199632",68,,,,,,,,,,,
"ALESSANDRO F. GARCIA","GARCIA, A. F.","2","0807511237795775",68,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","3","1396497553199632",68,,,,,,,,,,,
"Patrick Henrique da Silva Brito","BRITO, P. H. S.","1","4155051332618408",69,,,,,,,,,,,
"Rogerio de Lemos","LEMOS, R.","2","",69,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","3","1396497553199632",69,,,,,,,,,,,
"Patrick Henrique da Silva Brito","BRITO, P. H. S.","1","4155051332618408",70,,,,,,,,,,,
"Rogério de Lemos","LEMOS, R.","2","",70,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","3","1396497553199632",70,,,,,,,,,,,
"Eliane Martins","MARTINS, E.","1","7628786577802962",71,,,,,,,,,,,
"Regina Lúcia de Oliveira Moraes","MORAES, R. L. O.","2","3618876400150348",71,,,,,,,,,,,
"Taisy Weber","WEBER, T.","3","8602960801642916",71,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","4","1396497553199632",71,,,,,,,,,,,
"Ana Maria Ambrosio","AMBROSIO, A. M.","5","6217509029802638",71,,,,,,,,,,,
"Magnos Martinello","MARTINELLO, M.","6","7471111924336519",71,,,,,,,,,,,
"Patrick Henrique da Silva Brito","BRITO, P. H. S.","1","4155051332618408",72,,,,,,,,,,,
"Rogério de Lemos","LEMOS, R.","2","",72,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","3","1396497553199632",72,,,,,,,,,,,
"Ivo Augusto Bertoncello","BERTONCELLO, I. A.","1","1843036055835605",73,,,,,,,,,,,
"Marcelo de Oliveira Dias","DIAS, M. O.","2","",73,,,,,,,,,,,
"Patrick Henrique da Silva Brito","BRITO, P. H. S.","3","4155051332618408",73,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","4","1396497553199632",73,,,,,,,,,,,
"Patrick Henrique da Silva Brito","BRITO, P. H. S.","1","4155051332618408",74,,,,,,,,,,,
"Rogério de Lemos","LEMOS, R.","2","",74,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","3","",74,,,,,,,,,,,
"Patrick Henrique da Silva Brito","BRITO, P. H. S.","1","4155051332618408",75,,,,,,,,,,,
"Rogério de Lemos","LEMOS, R.","2","",75,,,,,,,,,,,
"Eliane Martins","MARTINS, E.","3","7628786577802962",75,,,,,,,,,,,
"Regina Lúcia de Oliveira Moraes","MORAES, R. L. O.","4","3618876400150348",75,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","5","",75,,,,,,,,,,,
"Marcelo de Oliveira Dias","DIAS, M. O.","1","",76,,,,,,,,,,,
"Leonardo Pondian Tizzei","TIZZEI, L. P.","2","6628926147307456",76,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","3","",76,,,,,,,,,,,
"Alessandro Fabrício Garcia","GARCIA, A. F.","4","0807511237795775",76,,,,,,,,,,,
"Jaejoon Lee","LEE, J.","5","",76,,,,,,,,,,,
"Eduardo Machado Gonçalves","GONÇALVES, E. M.","1","7882210026728672",77,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","2","",77,,,,,,,,,,,
"Jie Xu","XU, J.","1","",78,,,,,,,,,,,
"Brian Randell","RANDELL, B.","2","",78,,,,,,,,,,,
"C.M.F. RUBIRA-CALSAVARA","RUBIRA-CALSAVARA, C. M. F.","3","",78,,,,,,,,,,,
"R.J. STROUD","STROUD, R. J.","4","",78,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","5","",78,,,,,,,,,,,
"Douglas Siqueira Leite","LEITE, D. S.","1","2505630471897713",79,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","2","",79,,,,,,,,,,,
"Castor, Fernando","Castor, Fernando","3","7310046838140771",79,,,,,,,,,,,
"Jeferson Ferreira","FERREIRA, J.","1","7475597824367406",80,,,,,,,,,,,
"Eliane Martins","MARTINS, E.","2","7628786577802962",80,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","3","",80,,,,,,,,,,,
"Patrick Henrique da Silva Brito","BRITO, P. H. S.","4","4155051332618408",80,,,,,,,,,,,
"Amanda Sávio Nascimento e Silva","Nascimento, A.S.","1","6066220799172902",81,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","2","",81,,,,,,,,,,,
"Jaejoon Lee","LEE, J.","3","",81,,,,,,,,,,,
"Alan Braz","Braz, A.","1","3791572475427980",82,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","2","",82,,,,,,,,,,,
"Marco Vieira","Vieira, M.","3","6440928185249259",82,,,,,,,,,,,
"Leonardo Pondian Tizzei","TIZZEI, L. P.","1","6628926147307456",83,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","2","",83,,,,,,,,,,,
"Amanda Sávio Nascimento e Silva","Nascimento, A.S.","1","6066220799172902",84,,,,,,,,,,,
"Castor, Fernando","Castor, Fernando","2","7310046838140771",84,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","3","",84,,,,,,,,,,,
"Rachel Burrows","BURROWS, R.","4","",84,,,,,,,,,,,
"Renato de Jesus Manzoni","Manzoni, R.J.","1","",85,,,,,,,,,,,
"Amanda Sávio Nascimento e Silva","Nascimento, A.S.","2","6066220799172902",85,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","3","",85,,,,,,,,,,,
"IIZUKA, BRUNO DE A.","IIZUKA, BRUNO DE A.","1","",86,,,,,,,,,,,
"NASCIMENTO, AMANDA S.","NASCIMENTO, AMANDA S.","2","",86,,,,,,,,,,,
"TIZZEI, LEONARDO P.","TIZZEI, LEONARDO P.","3","6628926147307456",86,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, CECILIA M. F.","4","",86,,,,,,,,,,,
"Ig Ibert Bittencourt","BITTENCOURT, I. I.","1","",87,,,,,,,,,,,
"Patrick Henrique da Silva Brito","BRITO, P. H. S.","2","4155051332618408",87,,,,,,,,,,,
"Alan Pedro","PEDRO, A.","3","",87,,,,,,,,,,,
"Seiji Isotani","ISOTANI, S.","4","",87,,,,,,,,,,,
"Patrícia A. Jaques","JAQUES, P. A.","5","5723385125570881",87,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.","6","",87,,,,,,,,,,,
"TIZZEI, LEONARDO P.","TIZZEI, LEONARDO P.","1","6628926147307456",88,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, CECILIA M.F.","2","",88,,,,,,,,,,,
"LEE, JAEJOON","LEE, JAEJOON","3","",88,,,,,,,,,,,
"NASCIMENTO, AMANDA S.","NASCIMENTO, AMANDA S.","1","",89,,,,,,,,,,,
"Castor, Fernando","Castor, Fernando","2","7310046838140771",89,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, CECILIA M.F.","3","",89,,,,,,,,,,,
"BURROWS, RACHEL","BURROWS, RACHEL","4","",89,,,,,,,,,,,
"NASCIMENTO, AMANDA S.","NASCIMENTO, AMANDA S.","1","",90,,,,,,,,,,,
"Cecília Mary Fischer Rubira","Rubira, Cecília M. F.","2","",90,,,,,,,,,,,
"BURROWS, RACHEL","BURROWS, RACHEL","3","",90,,,,,,,,,,,
"Castor, Fernando","Castor, Fernando","4","7310046838140771",90,,,,,,,,,,,
"Alan Braz","Braz, A.","1","3791572475427980",91,,,,,,,,,,,
"Marco Vieira","Vieira, M.","2","6440928185249259",91,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C.M.F.","3","",91,,,,,,,,,,,
"Amanda Sávio Nascimento e Silva","Nascimento, A.S.","1","6066220799172902",92,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C.M.F","2","",92,,,,,,,,,,,
"Fernando Castor Filho","CASTOR FILHO, Fernando","3","1396497553199632",92,,,,,,,,,,,
"FOSCHIANI, FERNANDA YARA DOS SANTOS","FOSCHIANI, FERNANDA YARA DOS SANTOS","1","",93,,,,,,,,,,,
"TIZZEI, LEONARDO PONDIAN","TIZZEI, LEONARDO PONDIAN","2","",93,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, CECILIA MARY FISCHER","3","",93,,,,,,,,,,,
"NASCIMENTO, AMANDA S.","NASCIMENTO, AMANDA S.","1","",94,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, CECILIA M. F.","2","",94,,,,,,,,,,,
"BURROWS, RACHEL","BURROWS, RACHEL","3","",94,,,,,,,,,,,
"Castor, Fernando","Castor, Fernando","4","7310046838140771",94,,,,,,,,,,,
"NASCIMENTO, AMANDA S.","NASCIMENTO, AMANDA S.","1","",95,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, CECILIA M.F.","2","",95,,,,,,,,,,,
"Castor, Fernando","Castor, Fernando","3","7310046838140771",95,,,,,,,,,,,
"NASCIMENTO, AMANDA S.","NASCIMENTO, AMANDA S.","1","",96,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, CECILIA M.F.","2","",96,,,,,,,,,,,
"Castor, Fernando","Castor, Fernando","3","7310046838140771",96,,,,,,,,,,,
"Rômulo José Franco","FRANCO, R. J.","1","3196884619199884",97,,,,,,,,,,,
"Amanda Sávio Nascimento e Silva","Nascimento, A.S.","2","6066220799172902",97,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C.M.F.","3","",97,,,,,,,,,,,
"AZZOLINI, RAPHAEL P.","AZZOLINI, RAPHAEL P.","1","",98,,,,,,,,,,,
"Cecília Mary Fischer Rubira","Rubira, Cecília M. F.","2","",98,,,,,,,,,,,
"TIZZEI, LEONARDO P.","TIZZEI, LEONARDO P.","3","6628926147307456",98,,,,,,,,,,,
"GAIA, FELIPE N.","GAIA, FELIPE N.","4","",98,,,,,,,,,,,
"MONTECCHI, LEONARDO","MONTECCHI, LEONARDO","5","",98,,,,,,,,,,,
"Cecília Mary Fischer Rubira","C. Rubira","1","",99,,,,,,,,,,,
"Jael Ruiz Zela","ZELA, J. R.","2","",99,,,,,,,,,,,
"Jane Dirce Alves Sandim Eleutério","ELEUTERIO, J. D. A. S.","1","8776010645289106",100,,,,,,,,,,,
"Cecília Mary Fischer Rubira","Cecília M. F. Rubira","2","",100,,,,,,,,,,,
"Sheila Katherine Venero Ferro","Venero, S. K. F.","1","",101,,,,,,,,,,,
"Cecília Mary Fischer Rubira","Cecília M. F. Rubira","2","",101,,,,,,,,,,,
"WAKU, GUSTAVO M.","WAKU, GUSTAVO M.","1","",102,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, CECILIA M.F.","2","",102,,,,,,,,,,,
"TIZZEI, LEONARDO P.","TIZZEI, LEONARDO P.","3","6628926147307456",102,,,,,,,,,,,
"WAKU, GUSTAVO M.","WAKU, GUSTAVO M.","1","",103,,,,,,,,,,,
"BOLLIS, EDSON R.","BOLLIS, EDSON R.","2","",103,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, CECILIA M.F.","3","",103,,,,,,,,,,,
"TORRES, RICARDO DA S.","TORRES, RICARDO DA S.","4","",103,,,,,,,,,,,
"BRAZ, ALAN","BRAZ, ALAN","1","",104,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, CECILIA MARY FISHER","2","",104,,,,,,,,,,,
"VIEIRA, MARCO","VIEIRA, MARCO","3","",104,,,,,,,,,,,
"ELEUTERIO, JANE DIRCE ALVES SANDIM","ELEUTERIO, JANE DIRCE ALVES SANDIM","1","",105,,,,,,,,,,,
"GAIA, FELIPE NUNES","GAIA, FELIPE NUNES","2","",105,,,,,,,,,,,
"BONDAVALLI, ANDREA","BONDAVALLI, ANDREA","3","",105,,,,,,,,,,,
"LOLLINI, PAOLO","LOLLINI, PAOLO","4","",105,,,,,,,,,,,
"RODRIGUES, GENAINA NUNES","RODRIGUES, GENAINA NUNES","5","",105,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, CECILIA MARY FISCHER","6","",105,,,,,,,,,,,
"VENERO, SHEILA K.","VENERO, SHEILA K.","1","",106,,,,,,,,,,,
"ELEUTÉRIO, JANE D. A. S.","ELEUTÉRIO, JANE D. A. S.","2","",106,,,,,,,,,,,
"Cecília Mary Fischer Rubira","Rubira, Cecília M. F.","3","",106,,,,,,,,,,,
"CASQUINA, JUNIOR CUPE","CASQUINA, JUNIOR CUPE","1","",107,,,,,,,,,,,
"ELEUTERIO, JANE D. A. SANDIM","ELEUTERIO, JANE D. A. SANDIM","2","",107,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, CECILIA M. F.","3","",107,,,,,,,,,,,
"D.M. BEDER","BEDER, D. M.","1","5845245549777383",108,,,,,,,,,,,
"L.E. BUZATO","BUZATO, L. E.","2","6903922865972561",108,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","3","1396497553199632",108,,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","1","1396497553199632",,0,,,,,,,,,,
"R.J. STROUD","STROUD, R. J.","2","",,0,,,,,,,,,,
"L.E. BUZATO","BUZATO, L. E.","1","6903922865972561",,1,,,,,,,,,,
"Cecília Mary Fischer Rubira","RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.","2","1396497553199632",,1,,,,,,,,,,
"M.L.B. LISBÔA","LISBÔA, M. L. B.","3","1501431905943894",,1,,,,,,,,,,
"Alessandro Fabrício Garcia","GARCIA, A. F.","1","0807511237795775",,2,,,,,,,,,,
"Delano Medeiros Beder","BEDER, D. M.","2","5845245549777383",,2,,,,,,,,,,
