PARTICIPACAO-EM-BANCA-DE-MESTRADO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-BANCA-TRABALHOS-CONCLUSAO_Id
0,"90",0
1,"94",0
2,"95",0
3,"97",0
4,"122",0
5,"123",0
6,"124",0
7,"138",0
8,"179",0
9,"180",0
10,"181",0
11,"183",0
12,"184",0
13,"185",0
14,"210",0
15,"211",0
16,"239",0
17,"240",0
18,"294",0
19,"295",0
20,"301",0
21,"302",0
22,"391",0
23,"392",0
24,"393",0
25,"394",0
26,"395",0
27,"396",0
28,"397",0
29,"398",0
30,"399",0
31,"400",0
32,"182",0
