SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,NOME-UNIDADE,ATIVIDADE-DE-EXTENSAO-REALIZADA,ATIVIDADES-DE-EXTENSAO-UNIVERSITARIA_Id
"44","ANTERIOR","02","1998","12","1998","007902000990","Instituto de Computação","","","Coordenadora da Especialização em Engenharia de Software (INF-300), modalidade extensão universitária.",0
