PARTICIPACAO-DOS-AUTORES,INSTITUICAO-PROMOTORA-DO-CURSO,LOCAL-DO-CURSO,CIDADE,DURACAO,UNIDADE,UNIDADE-INGLES,CURSO-DE-CURTA-DURACAO-MINISTRADO_Id
"DOCENTE","VI Workshop Brasileiro de Desenvolvimento Baseado em Componentes","Centro de Convenções do Recife","Recife, Pernanbuco","3","horas","",0
