PARTICIPACAO-EM-BANCA-DE-EXAME-QUALIFICACAO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-BANCA-TRABALHOS-CONCLUSAO_Id
0,"92",0
1,"93",0
2,"176",0
3,"177",0
4,"208",0
5,"209",0
6,"243",0
7,"306",0
8,"307",0
9,"388",0
10,"389",0
11,"390",0
12,"178",0
