NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-ENCONTRO_Id
"Encontro","Workshop de Engenharia de  Software baseada em  Componentes-Softex, parceria SEPIN/MCT,  8 de  agosto de  2005, auditório  da  ABINEE.","2005","Brasil","","NAO_INFORMADO","","NAO","Moderador","Convidado","","","NAO",0
"Encontro","","2008","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",1
"Encontro","","2007","Brasil","","NAO_INFORMADO","","NAO","","Ouvinte","","","NAO",2
