NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DO-CONHECIMENTO_Id
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Composição Musical",174
"LINGUISTICA_LETRAS_E_ARTES","Artes","Artes do Vídeo","",325
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",391
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Análise Musical",398
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Análise Musical",409
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",414
"LINGUISTICA_LETRAS_E_ARTES","Artes","Educação Artística","",415
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Composição Musical",416
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","",417
"LINGUISTICA_LETRAS_E_ARTES","Artes","Design","Design virtual",424
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Análise Musical",429
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Análise Musical",431
"LINGUISTICA_LETRAS_E_ARTES","Artes","Fundamentos e Crítica das Artes","Teoria da Arte",444
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Ensino de Música para Crianças",477
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Regência",479
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Composição Musical",480
"LINGUISTICA_LETRAS_E_ARTES","Artes","Música","Composição Musical",535
