ENSINO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,TIPO-ENSINO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,NOME-CURSO-INGLES,ATIVIDADES-DE-ENSINO_Id
0,"2","ANTERIOR","GRADUACAO","7","1985","12","2002","","","90000002","Bacharealdo Em Dança","",0
1,"3","ATUAL","GRADUACAO","3","1998","","","","","90000003","Bacharelado Em Musica","",0
2,"4","ANTERIOR","POS-GRADUACAO","3","1999","6","2004","","","33070598","Artes","Arts",0
3,"5","ATUAL","POS-GRADUACAO","8","2001","","","","","90000004","Musica","",0
