TIPO,TITULO-DO-CAPITULO-DO-LIVRO,ANO,PAIS-DE-PUBLICACAO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-CAPITULO-DO-LIVRO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,CAPITULO-DE-LIVRO-PUBLICADO_Id
"Capítulo de livro publicado","composição por metáforas","2007","Brasil","Português","IMPRESSO","","SIM","","","NAO",0
"Capítulo de livro publicado","O acervo de música contemporânea da Unicamp: histórico, composição, desenvolvimento e perspectivas","2014","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",1
