NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,FLAG-RELEVANCIA,DOI,TITULO-INGLES,ORIENTACOES-CONCLUIDAS-PARA-DOUTORADO_Id
"Tese de doutorado","Da indeterminação a invariância : considerações sobre morfologia musical a partir de peças de caráter aberto","2005","Brasil","Português","","NAO","","",0
"Tese de doutorado","VIOLÃO PERCUSSIVO ESTRUTURAL: UMA ABORDAGEM DE EDINO KRIEGER A ARTHUR KAMPELA.","2009","Brasil","Português","","NAO","","",1
"Tese de doutorado","Design Sonoro aplicado a instalações multimídia","2011","Brasil","Português","","NAO","","",2
"Tese de doutorado","Três pontos de vista para o estudos da transcrição musical","2013","Brasil","Português","","NAO","","",3
"Tese de doutorado","A Paisagem sonora, a criança e a cidade: exercícios de escuta e de composição para uma ampliação da idéia de música","2006","Brasil","Português","","NAO","","",4
