SEQUENCIA-PRODUCAO-CT,TITULO-DA-PRODUCAO-CT,TIPO-PRODUCAO-CT,TITULO-DA-PRODUCAO-CT-INGLES,PRODUCOES-CT-DO-PROJETO_Id
"626","Publicação do Cd ' Denise Garcia: a casa do poeta' música eletroacústica 1993-2001","Registro Fonográfico","",0
"269","Introdução à Pedra de Rodolfo Caesar: leituras de uma obra","Artigo publicado em periódicos(Completo)","",1
"46","Faces da música eletroacústica: o Grupo Música Nova e seu pioneirismo na utilização de recursos eletroacústico","Trabalhos técnicos(Elaboração de projeto)","",2
"223","Cidade de Gilberto Mendes: o toca-discos e gravador como instrumentos musicais?","Apresentação de trabalho(Comunicação)","",2
"224",""Cidade" de Gilberto Mendes: o toca-discos como instrumento musical","Trabalho publicado em anais de eventos(Completo)","",2
"246","Produção e Renovação da Mídia e do suporte das obras musicais de pioneiros no uso da tecnologia","PRODUCAO_TECNICA_APRESENTACAO_DE_TRABALHO_CONFERENCIA","",2
"247","Gilberto Mendes, música eletroacústica e Cage: alguns apontamentos","Trabalho publicado em anais de eventos(Completo)","",2
"249","O Grupo Música Nova e a mídia eletroacústica","Relatório de pesquisa","",2
