NATUREZA,TIPO,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-MESTRADO_Id
"Dissertação de mestrado","ACADEMICO","Estudos \brasileiros para violão; aspectos de sonoridade funcional no século XXI","2016","Brasil","Português","","","",0
"Dissertação de mestrado","ACADEMICO","A semiótica da criação: a percepção como fundamento do ato criativo","2016","Brasil","Português","","","",1
"Dissertação de mestrado","ACADEMICO","Análise de bibliografias e confecção de um compêndio didático de Harmonia","2015","Brasil","Português","","","",2
