NOME-DO-AUTOR-DA-PUBLICACAO,TITULO-DA-PUBLICACAO,ISSN-ISBN,NUMERO-DA-EDICAO-REVISAO,VOLUME,SERIE,FASCICULO,EDITORA-DO-PREFACIO-POSFACIO,CIDADE-DA-EDITORA,PREFACIO-POSFACIO_Id
"Fátima Carneiro dos Santos","Por uma escuta nômade: a música dos sons da rua","8528302237","2","01","","01","EDUC - Editora da PUC-SP","São Paulo",0
