TITULO-DO-PERIODICO-OU-REVISTA,ISSN,VOLUME,FASCICULO,SERIE,PAGINA-INICIAL,PAGINA-FINAL,LOCAL-DE-PUBLICACAO,ARTIGO-PUBLICADO_Id
"Sala Preta (USP)","15195279","01","05","","101","109","São Paulo",0
"Ars Sonora","0000000","07","","","6","","",1
"Seminário Música Ciência e Tecnologia","19829604","01","","01","73","87","",2
"Revista do Lume (UNICAMP)","15182800","07","","","33","45","",3
"Cadernos de Pós-Graduação da UNICAMP","15160793","01","1","","105","111","Campinas",4
