SEQUENCIA-FORMACAO,NIVEL,CARGA-HORARIA,CODIGO-INSTITUICAO,NOME-INSTITUICAO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,STATUS-DO-CURSO,ANO-DE-INICIO,ANO-DE-CONCLUSAO,NOME-CURSO-INGLES,FORMACAO-COMPLEMENTAR_Id
"5","Y","","324800000001","Hochschule fur Musik - Munich","","","90000028","Composição","CONCLUIDO","1982","1984","",0
"4","Y","","828300000007","Hochschule Fur Musik Detmold","","","90000027","Composição","CONCLUIDO","1979","1982","",0
