PESQUISA-E-DESENVOLVIMENTO_Id,SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,NOME-UNIDADE,ATIVIDADES-DE-PESQUISA-E-DESENVOLVIMENTO_Id
0,"14","ATUAL","3","2010","","","007902000990","Centro de Integração, Documentação e Difusão Cultural da UNICAMP","","",0
1,"6","ATUAL","3","2005","","","007901000008","Instituto de Artes","007901001004","Departamento de Música",0
