SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,FORMATO-CARGO-OU-FUNCAO,CARGO-OU-FUNCAO,NOME-UNIDADE,CARGO-OU-FUNCAO-INGLES,ATIVIDADES-DE-DIRECAO-E-ADMINISTRACAO_Id
"8","ANTERIOR","3","2000","12","2001","007901000008","Instituto de Artes","007901001004","LIVRE","Coordenador associado de curso de graduação","Departamento de Música","",0
"9","ANTERIOR","12","2001","4","2004","007901000008","Instituto de Artes","007901001004","LIVRE","Coordenador de programa de pós-graduação","Departamento de Música","",0
"10","ANTERIOR","5","2004","4","2006","007901000008","Instituto de Artes","007901001004","LIVRE","Coordenador de programa de pós-graduação","Departamento de Música","",0
"12","ANTERIOR","03","2010","10","2010","007902000990","Centro de Integração, Documentação e Difusão Cultural da UNICAMP","","LIVRE","Diretor Associado","","",0
"13","ATUAL","11","2010","","","007902000990","Centro de Integração, Documentação e Difusão Cultural da UNICAMP","","DIRETOR_DE_UNIDADE","","","",0
"11","ANTERIOR","08","2007","08","2009","007901000008","Instituto de Artes","","LIVRE","Coordenador de Cursos de Pós-Graduação","","",0
