PARTICIPACAO-EM-BANCA-DE-DOUTORADO_Id,SEQUENCIA-PRODUCAO,PARTICIPACAO-EM-BANCA-TRABALHOS-CONCLUSAO_Id
0,"24",0
1,"154",0
2,"307",0
3,"320",0
4,"325",0
5,"445",0
6,"461",0
7,"493",0
8,"494",0
9,"495",0
10,"585",0
11,"596",0
12,"598",0
13,"604",0
14,"605",0
15,"608",0
16,"609",0
17,"630",0
18,"633",0
19,"786",0
20,"788",0
21,"838",0
22,"850",0
23,"859",0
24,"860",0
25,"865",0
26,"867",0
27,"870",0
