SEQUENCIA-ORIENTACAO,TITULO-ORIENTACAO,TIPO-ORIENTACAO,TITULO-ORIENTACAO-INGLES,ORIENTACOES_Id
"264","Panorama do ensino de música eletroacústica no Brasil","Iniciação científica","",0
"219","Da indeterminação a invariância : considerações sobre morfologia musical a partir de peças de caráter aberto","Tese de doutorado","",1
"221","Recuperação, produção e restauro das partes eletroacústicas das obras mistas de Gilberto Mendes","Iniciação científica","",1
