TIPO,NATUREZA,TITULO,ANO,PAIS-DE-PUBLICACAO,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,PREFACIO-POSFACIO_Id
"PREFACIO","LIVRO","Por uma escuta nômade: a música dos sons da rua","2004","Brasil","Português","IMPRESSO","","NAO","","",0
