ARTIGO-PUBLICADO_Id,SEQUENCIA-PRODUCAO,ORDEM-IMPORTANCIA,ARTIGOS-PUBLICADOS_Id
0,"226","",0
1,"235","",0
2,"269","",0
3,"442","",0
4,"37","",0
