TIPO,NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,TIPO-INGLES,OUTRAS-BANCAS-JULGADORAS_Id
"Outras","Outra","Coordenação da Seleção; professor responsável por exames e Banca de Seleção e entrevista dos projetos da linha de Processos Criativos","2002","Brasil","","","","","",0
"Outras","Outra","Coordenação do Processo Seletivo do Porgrama de Pós-Graduação em Música I.A.","2003","Brasil","","","","","",1
"","Outra","Processo seletivo para preenchimento da função de PAEPE - Profissional da Arte, Cultura e Comunicação","2012","Brasil","Português","","","","",2
"","Outra","Processo seletivo para preenchimento de vaga de Pesquisador Nível C para o LUME","2009","Brasil","Português","","","","",3
"","Outra","Análise referente ao pedido de criação de Programa de Música em nível de Pós-Graduação","2005","Brasil","Português","","","","",4
