NOME-DO-EVENTO,CODIGO-INSTITUICAO,NOME-INSTITUICAO,LOCAL-DO-EVENTO,CIDADE-DO-EVENTO,NOME-DO-EVENTO-INGLES,PARTICIPACAO-EM-OFICINA_Id
"Workshop GMEM - Groupe de Musique Experimentale de Marseille","","","","Rio de Janeiro","",0
