NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-SIMPOSIO_Id
"Simpósio",""Cidade" de Gilberto Mendes: o toca-discos como instrumento musical?","2005","Brasil","","NAO_INFORMADO","","NAO","Apresentação Oral","Participante","","","NAO",0
"Simpósio","Partitura de escuta: confluência entre sonologia e análise musical","2010","Brasil","","NAO_INFORMADO","","NAO","Conferencista","Convidado","","","NAO",1
"Simpósio","I Simposio Brasileiro MusArtS","2003","Brasil","","NAO_INFORMADO","","NAO","Outras Formas","Participante","","","NAO",2
"Simpósio","11º Simpósio Brasileiro de Computação Musical, da Sociedade Brasileira de Computação","2007","Brasil","","NAO_INFORMADO","","NAO","Apresentação oral","Participante","","","NAO",3
