NATUREZA,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-INICIACAO-CIENTIFICA_Id
"Iniciação Científica","Os recursos de simulação polifônica nas obras de Luciano Berio e J. S. Bach","2016","Brasil","Português","","","",0
