NIVEL,NOME_INSTITUICAO,NOME_ORGAO,NOME_CURSO,STATUS_DO_CURSO,ANO_DE_INICIO,ANO_DE_CONCLUSAO,FLAG_BOLSA,NOME_AGENCIA,ANO_DE_OBTENCAO_DO_TITULO,TITULO_DA_DISSERTACAO_TESE,NOME_COMPLETO_DO_ORIENTADOR
3,Escola Superior de Agricultura Luiz de Queiroz,NULL,Economia Aplicada,CONCLUIDO,2000,2002,SIM,Conselho Nacional de Desenvolvimento Científico e Tecnológico,2002,Análise das operações de cross hedge do bezerro e do hedge do boi gordo no mercado futuro da BM&F,Joaquim Bento de Souza Ferreira Filho
