ARTIGO-PUBLICADO_Id,SEQUENCIA-PRODUCAO,ORDEM-IMPORTANCIA,ARTIGOS-PUBLICADOS_Id
0,"15","",0
1,"27","",0
2,"33","",0
3,"35","",0
4,"45","",0
5,"55","",0
6,"56","",0
7,"58","",0
8,"59","",0
9,"67","",0
10,"68","",0
11,"69","",0
12,"70","",0
13,"100","",0
14,"101","",0
15,"102","",0
16,"103","",0
17,"107","",0
18,"34","",0
