TIPO,NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,ORGANIZACAO-DE-EVENTO_Id
"CONGRESSO","ORGANIZACAO","I Semana da Química","2005","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",0
"CONGRESSO","ORGANIZACAO","5th Brazilian Conference on Natural Products","2015","Brasil","Inglês","NAO_INFORMADO","","NAO","","","NAO",1
