NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DO-CONHECIMENTO_Id
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","Química dos Produtos Naturais",0
"CIENCIAS_EXATAS_E_DA_TERRA","","Biossíntese de produtos naturais","",1
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","Química dos Produtos Naturais",2
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","Química dos Produtos Naturais",3
"CIENCIAS_EXATAS_E_DA_TERRA","","","",4
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","Química dos Produtos Naturais",5
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","Química dos Produtos Naturais",6
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","",7
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","",8
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","",9
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","",10
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","",11
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","",12
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","",13
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","",14
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","",15
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","Química dos Produtos Naturais",16
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","",17
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","",18
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","Química dos Produtos Naturais",19
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","",20
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","",21
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","",22
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","",23
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","Química dos Produtos Naturais",24
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Orgânica","",25
"CIENCIAS_EXATAS_E_DA_TERRA","","Química Inorgânica","",26
"CIENCIAS_EXATAS_E_DA_TERRA","","","",27
