NIVEL-DO-CURSO,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,CURSO-DE-CURTA-DURACAO-MINISTRADO_Id
"EXTENSAO","Eletroforese: Teoria e Aplicações em Microbiologia","2016","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",0
"EXTENSAO","Cromatografia aplicada à Biotecnologia","2015","Brasil","Português","NAO_INFORMADO","","NAO","","","NAO",1
