NATUREZA,TIPO,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-MESTRADO_Id
"Dissertação de mestrado","NAO_INFORMADO","Análise de alcalóides triptoquivalínicos produzidos pelo fungo Penicillium digitatum durante infecção no hospedeiro citros","2016","Brasil","Português","","","",0
