CODIGO-CURSO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-INSTITUICAO,NOME-INSTITUICAO,NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,NIVEL-CURSO,INFORMACOES-ADICIONAIS-CURSOS_Id
"33010056","","","033500000006","Universidade Federal de São Carlos","CIENCIAS_EXATAS_E_DA_TERRA","Química","","","MESTRADO_DOUTORADO",0
"33070075","","","007900000004","Universidade Estadual de Campinas","CIENCIAS_EXATAS_E_DA_TERRA","Química","","","MESTRADO_DOUTORADO",0
"60040360","","","033502006001","Departamento de Química","OUTROS","","","","MESTRADO_DOUTORADO",0
"60044250","","","033000000007","Universidade Estadual Paulista Júlio de Mesquita Filho","OUTROS","","","","DOUTORADO",0
"60047640","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","DOUTORADO",0
"60051191","","","033503000007","Centro de Ciências Biológicas e da Saúde da UFSCAR","OUTROS","","","","MESTRADO_DOUTORADO",0
"60091711","","","007900000004","Universidade Estadual de Campinas","OUTROS","","","","GRADUACAO",0
"60115556","","","033500000006","Universidade Federal de São Carlos","OUTROS","","","","GRADUACAO",0
"60220333","","","033500000006","Universidade Federal de São Carlos","OUTROS","","","","GRADUACAO",0
"60255641","","","033500000006","Universidade Federal de São Carlos","OUTROS","","","","GRADUACAO",0
"90000001","","","033500000006","Universidade Federal de São Carlos","CIENCIAS_EXATAS_E_DA_TERRA","Química","","","GRADUACAO",0
"90000002","","","IXXP00000007","Life Tecnologies","CIENCIAS_EXATAS_E_DA_TERRA","Química","","","CURSO_DE_CURTA_DURACAO",0
"90000003","","","IXXP00000007","Life Tecnologies","CIENCIAS_EXATAS_E_DA_TERRA","Química","","","CURSO_DE_CURTA_DURACAO",0
"90000004","","","033500000006","Universidade Federal de São Carlos","LINGUISTICA_LETRAS_E_ARTES","Letras","","","CURSO_DE_CURTA_DURACAO",0
"90000005","","","000100000991","Escola Superior de Agricultura "Luiz de Queiroz"","CIENCIAS_BIOLOGICAS","Microbiologia","","","CURSO_DE_CURTA_DURACAO",0
"90000006","","","033500000006","Universidade Federal de São Carlos","CIENCIAS_EXATAS_E_DA_TERRA","Química","","","CURSO_DE_CURTA_DURACAO",0
"90000007","","","033500000006","Universidade Federal de São Carlos","CIENCIAS_EXATAS_E_DA_TERRA","Química","","","CURSO_DE_CURTA_DURACAO",0
"90000008","","","033500000006","Universidade Federal de São Carlos","CIENCIAS_EXATAS_E_DA_TERRA","Química","","","CURSO_DE_CURTA_DURACAO",0
"90000009","","","033500000006","Universidade Federal de São Carlos","CIENCIAS_EXATAS_E_DA_TERRA","Química","","","CURSO_DE_CURTA_DURACAO",0
"90000010","","","033500000006","Universidade Federal de São Carlos","CIENCIAS_EXATAS_E_DA_TERRA","Química","","","CURSO_DE_CURTA_DURACAO",0
"90000011","","","033500000006","Universidade Federal de São Carlos","CIENCIAS_EXATAS_E_DA_TERRA","Química","","","CURSO_DE_CURTA_DURACAO",0
"90000012","","","033500000006","Universidade Federal de São Carlos","CIENCIAS_EXATAS_E_DA_TERRA","Química","","","CURSO_DE_CURTA_DURACAO",0
"90000013","","","033500000006","Universidade Federal de São Carlos","CIENCIAS_EXATAS_E_DA_TERRA","Química","","","CURSO_DE_CURTA_DURACAO",0
"90000014","","","033500000006","Universidade Federal de São Carlos","CIENCIAS_EXATAS_E_DA_TERRA","Química","","","CURSO_DE_CURTA_DURACAO",0
"90000015","","","033500000006","Universidade Federal de São Carlos","CIENCIAS_EXATAS_E_DA_TERRA","Química","","","CURSO_DE_CURTA_DURACAO",0
"90000016","","","126900000007","University of Cambridge","CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","","DOUTORADO",0
"90000017","","","033500000006","Universidade Federal de São Carlos","CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","","CURSO_DE_CURTA_DURACAO",0
"90000018","","","031300000006","Sociedade Brasileira de Microbiologia","CIENCIAS_EXATAS_E_DA_TERRA","Química","","","EXTENSAO_UNIVERSITARIA",0
