NOME-GRANDE-AREA-DO-CONHECIMENTO,NOME-DA-AREA-DO-CONHECIMENTO,NOME-DA-SUB-AREA-DO-CONHECIMENTO,NOME-DA-ESPECIALIDADE,AREAS-DO-CONHECIMENTO_Id
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","",0
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","",6
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",7
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",8
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",9
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",10
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",11
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",12
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",13
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",14
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",15
"CIENCIAS_EXATAS_E_DA_TERRA","Química","Química Orgânica","Química dos Produtos Naturais",17
