NATUREZA,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,PARTICIPACAO-EM-BANCA-DE-DOUTORADO_Id
"Doutorado","Produção, Caracterização e Aplicação Biotecnológica de Lacases do Fungo Leucoagaricus gongylophorus","2015","Brasil","Português","","","",0
"Doutorado","ANÁLISE ESTRUTURAL E FUNCIONAL DE METALO (SMVP) E SERINO PROTEASES (SVSP) DE VENENO DE SERPENTE.","2016","Brasil","Português","","","",1
"Doutorado","Annona mucosa (ANNONACEAE) para o Controle de Pragas: Estudo Fitoquímico Biomonitorado, Síntese de Mímicos e Desenvolvimento de Processos de Nanoencapsulação","2016","Brasil","Português","","","",2
"Doutorado","Caracterização estrutural e funcional das chaperonas moleculares SsHSP21.5-mt e SsHSP22.3-cp de Saccharum ssp. (cana-de-açúcar)","2015","Brasil","Português","","","",3
"Doutorado","Alelopatia em Pteridium arachnoideum","2016","Brasil","Português","","","",4
"Doutorado","Fungos endofíticos em Eugenia brasiliensis: prospecção quimica, biológica. enzimática e avaliação do co-cultivo e epigenética em xylaria cubensis, Diaporthe sp e Colletrotrichum","2016","Brasil","Português","","","",5
