NATUREZA,TITULO-DO-TRABALHO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-DO-TRABALHO-INGLES,ORIENTACAO-EM-ANDAMENTO-DE-DOUTORADO_Id
"Tese de doutorado","Estudo metabólico e dos mecanismos de patogenicidade do fungo Penicillium digitatum frente ao seu hospedeiro citros","2016","Brasil","Português","","","",0
