NATUREZA,TIPO,TITULO,ANO,PAIS,IDIOMA,HOME-PAGE,DOI,TITULO-INGLES,PARTICIPACAO-EM-BANCA-DE-MESTRADO_Id
"Mestrado","ACADEMICO","Ferramenta de Visualização Interativa da Max-tree para Processamento e Análise de Imagens","2016","Brasil","Português","","","",0
"Mestrado","ACADEMICO","Segmentação dos pulmões e de suas leções em imagens de tomografia computadorizada","2017","Brasil","Português","","","",1
