NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-SIMPOSIO_Id
"Simpósio","Tradução da língua de sinais/língua portuguesa e novas tecnologias","2016","Brasil","","NAO_INFORMADO","http://www.sei.prg.unicamp.br/","NAO","Conferencista","Convidado","","Tradução da língua de sinais/língua portuguesa e novas tecnologias","SIM",0
"Simpósio","","2016","Brasil","","NAO_INFORMADO","http://research.microsoft.com/en-us/events/latamfacsum2016/","NAO","","Ouvinte","","","NAO",1
"Simpósio","Mulheres em Tecnologia: Perspectivas Futuras e Ações de Atração, Retenção e Desenvolvimento","2015","Brasil","","NAO_INFORMADO","","NAO","Conferencista","Convidado","","Mulheres em Tecnologia: Perspectivas Futuras e Ações de Atração, Retenção e Desenvolvimento","SIM",2
