NATUREZA,TITULO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,TIPO-PARTICIPACAO,FORMA-PARTICIPACAO,DOI,TITULO-INGLES,FLAG-DIVULGACAO-CIENTIFICA,PARTICIPACAO-EM-FEIRA_Id
"Feira","Futuras Engenheiras e Engenheiros: Sejam Bem-Vindos!","2015","Brasil","","NAO_INFORMADO","http://www.upa.unicamp.br/revista-2015","NAO","Apresentação oral","Participante","","","SIM",0
