ATUACAO-PROFISSIONAL_Id,CODIGO-INSTITUICAO,NOME-INSTITUICAO,SEQUENCIA-ATIVIDADE,SEQUENCIA-IMPORTANCIA,ATUACOES-PROFISSIONAIS_Id
0,"000400000997","Nortel Networks","1","",0
1,"531700000005","Instituto Nokia de Tecnologia","2","",0
2,"007900000004","Universidade Estadual de Campinas","3","3",0
3,"000500000999","SOCIAL NETWORK ANALYSIS AND MINING","4","",0
4,"000600000990","SOFT COMPUTING","5","",0
5,"000700000992","ENTERTAINMENT COMPUTING","6","",0
