NOME-DO-EVENTO,INSTITUICAO-PROMOTORA,LOCAL-DA-APRESENTACAO,CIDADE-DA-APRESENTACAO,NOME-DO-EVENTO-INGLES,APRESENTACAO-DE-TRABALHO_Id
"The 12th International Conference on Auditory-Visual Speech Processing","Auditory-VIsual Speech Association","França","Annecy","",0
"9th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications","INSTICC","","Lisbon","",1
"Conference on Graphics, Patterns, Images (SIBGRAPI)","","","São José dos Campos","",2
