FINALIDADE,DISPONIBILIDADE,CIDADE-DO-PRODUTO,INSTITUICAO-FINANCIADORA,FINALIDADE-INGLES,PRODUTO-TECNOLOGICO_Id
"","NAO_INFORMADO","","","",0
