DETALHAMENTO-DO-SOFTWARE_Id,FINALIDADE,PLATAFORMA,AMBIENTE,DISPONIBILIDADE,INSTITUICAO-FINANCIADORA,FINALIDADE-INGLES,SOFTWARE_Id
0,"Sistema de Animação Facial 2D","C++","Interface de comunicação","NAO_INFORMADO","Convênio CPqD/Unicamp","",0
