SEQUENCIA-FORMACAO,NIVEL,TITULO-DA-MONOGRAFIA,NOME-DO-ORIENTADOR,CODIGO-INSTITUICAO,NOME-INSTITUICAO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,STATUS-DO-CURSO,ANO-DE-INICIO,ANO-DE-CONCLUSAO,FLAG-BOLSA,CODIGO-AGENCIA-FINANCIADORA,NOME-AGENCIA,CARGA-HORARIA,TITULO-DA-MONOGRAFIA-INGLES,NOME-CURSO-INGLES,FORMACAO-ACADEMICA-TITULACAO_Id
"3","2","Experimental Measurements with IEEE 802.11","Marco Mellia","131000000007","Politecnico di Torino","","","90000003","Master in Wireless and Related Technologies","CONCLUIDO","2004","2005","SIM","000200000993","America Latina Piemonte Politecnico","","","",0
