NATUREZA,TITULO,ANO,PAIS,IDIOMA,FLAG-RELEVANCIA,DOI,TITULO-INGLES,HOME-PAGE,MEIO-DE-DIVULGACAO,FLAG-DIVULGACAO-CIENTIFICA,PROGRAMA-DE-RADIO-OU-TV_Id
"MESA_REDONDA","As Conquistas da Mulher na Engenharia","2017","Brasil","Português","NAO","","","","NAO_INFORMADO","SIM",0
"ENTREVISTA","Desenvolvendo o interesse dos jovens pela ciência","2016","Brasil","Português","NAO","","","http://oxigenio.comciencia.br/entrevista-desenvolvendo-o-interesse-por-ciencia-entre-jovens/","NAO_INFORMADO","SIM",1
