TRABALHO-EM-EVENTOS_Id,SEQUENCIA-PRODUCAO,TRABALHOS-EM-EVENTOS_Id
0,"2",0
1,"3",0
2,"4",0
3,"5",0
4,"8",0
5,"14",0
6,"15",0
7,"16",0
8,"18",0
9,"19",0
10,"21",0
11,"22",0
12,"24",0
13,"25",0
14,"32",0
15,"44",0
16,"52",0
17,"11",0
