TIPO-PRODUTO,NATUREZA,TITULO-DO-PRODUTO,ANO,PAIS,IDIOMA,MEIO-DE-DIVULGACAO,HOME-PAGE-DO-TRABALHO,FLAG-RELEVANCIA,DOI,TITULO-DO-PRODUTO-INGLES,FLAG-POTENCIAL-INOVACAO,PRODUTO-TECNOLOGICO_Id
"OUTRO","OUTRA","SISTEMA DE SINTESE DE ANIMAÇAO FACIAL POR COMPUTADOR BASEADA NA MANIPULAÇAO DE IMAGENS","2009","Brasil","Português","IMPRESSO","","SIM","","","NAO",0
