NOME_COMPLETO,NOME_PARA_CITACAO,FLAG_RESPONSAVEL,PROJETO_NOME
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",SIM,"WebBios (edital eScience Microsoft Research US$ 46000, 5 docentes)"
Ricardo da Silva Torres,"TORRES, Ricardo da Silva",NAO,"WebBios (edital eScience Microsoft Research US$ 46000, 5 docentes)"
Alexandre Xavier Falcao,"FALCAO, Alexandre Xavier",NAO,"WebBios (edital eScience Microsoft Research US$ 46000, 5 docentes)"
Paulo Inacio Prado,"PRADO, Paulo Inacio",NAO,"WebBios (edital eScience Microsoft Research US$ 46000, 5 docentes)"
Andre Freitas,"FREITAS, Andre",NAO,"WebBios (edital eScience Microsoft Research US$ 46000, 5 docentes)"
Thomas Michael Lewinsohn,"LEWINSOHN, Thomas Michael",NAO,"WebBios (edital eScience Microsoft Research US$ 46000, 5 docentes)"
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",SIM,"Projeto PRONEX - SAI - R$ 1 milhao, com 20 docentes (UNCAMP, UFMS)"
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",SIM,"Web-MAPS - Sistema baseado na Web Semântica para Planejamento Agro-ambiental (Edital UNIVERSAL, R$ 100 mil, 8 docentes)"
Maria Cecilia Calani Baranauskas,"BARANAUSKAS, Maria Cecilia Calani",NAO,"Web-MAPS - Sistema baseado na Web Semântica para Planejamento Agro-ambiental (Edital UNIVERSAL, R$ 100 mil, 8 docentes)"
Neucimar Jeronimo Leite,"LEITE, N. J.",NAO,"Web-MAPS - Sistema baseado na Web Semântica para Planejamento Agro-ambiental (Edital UNIVERSAL, R$ 100 mil, 8 docentes)"
Ricardo da Silva Torres,"TORRES, Ricardo da Silva",NAO,"Web-MAPS - Sistema baseado na Web Semântica para Planejamento Agro-ambiental (Edital UNIVERSAL, R$ 100 mil, 8 docentes)"
Edmundo Roberto Mauro Madeira,"MADEIRA, Edmundo Roberto Mauro",NAO,"Web-MAPS - Sistema baseado na Web Semântica para Planejamento Agro-ambiental (Edital UNIVERSAL, R$ 100 mil, 8 docentes)"
Eliane Martins,"MARTINS, Eliane",NAO,"Web-MAPS - Sistema baseado na Web Semântica para Planejamento Agro-ambiental (Edital UNIVERSAL, R$ 100 mil, 8 docentes)"
Alexandre Xavier Falcao,"FALCAO, Alexandre Xavier",NAO,"Web-MAPS - Sistema baseado na Web Semântica para Planejamento Agro-ambiental (Edital UNIVERSAL, R$ 100 mil, 8 docentes)"
Jurandir Zullo Jr,"ZULLO JR, Jurandir",NAO,"Web-MAPS - Sistema baseado na Web Semântica para Planejamento Agro-ambiental (Edital UNIVERSAL, R$ 100 mil, 8 docentes)"
Rubens Augusto Camargo Lamparelli,"LAMPARELLI, Rubens Augusto Camargo",NAO,"Web-MAPS - Sistema baseado na Web Semântica para Planejamento Agro-ambiental (Edital UNIVERSAL, R$ 100 mil, 8 docentes)"
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",SIM,"AgroFlow - Workflows Cientificos para Planejamento Agricola (R$ 70,000, 6 docentes)"
Maria Cecilia Calani Baranauskas,"BARANAUSKAS, Maria Cecilia Calani",NAO,"AgroFlow - Workflows Cientificos para Planejamento Agricola (R$ 70,000, 6 docentes)"
Neucimar Jeronimo Leite,"LEITE, N. J.",NAO,"AgroFlow - Workflows Cientificos para Planejamento Agricola (R$ 70,000, 6 docentes)"
Renato Fileto,"FILETO, Renato",NAO,"AgroFlow - Workflows Cientificos para Planejamento Agricola (R$ 70,000, 6 docentes)"
Eduardo Delgado Assad,"ASSAD, Eduardo Delgado",NAO,"AgroFlow - Workflows Cientificos para Planejamento Agricola (R$ 70,000, 6 docentes)"
Ricardo da Silva Torres,"TORRES, Ricardo da Silva",NAO,"AgroFlow - Workflows Cientificos para Planejamento Agricola (R$ 70,000, 6 docentes)"
Edmundo Roberto Mauro Madeira,"MADEIRA, Edmundo Roberto Mauro",NAO,"AgroFlow - Workflows Cientificos para Planejamento Agricola (R$ 70,000, 6 docentes)"
Eliane Martins,"MARTINS, Eliane",NAO,"AgroFlow - Workflows Cientificos para Planejamento Agricola (R$ 70,000, 6 docentes)"
Jurandir Zullo Jr,"ZULLO JR, Jurandir",NAO,"AgroFlow - Workflows Cientificos para Planejamento Agricola (R$ 70,000, 6 docentes)"
Rubens Augusto Camargo Lamparelli,"LAMPARELLI, Rubens Augusto Camargo",NAO,"AgroFlow - Workflows Cientificos para Planejamento Agricola (R$ 70,000, 6 docentes)"
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",SIM,"WebMAPS II - (Universal CNpq, R$ 48.000,00, 8 docentes, em Computação e Eng. Agricola)"
Maria Cecilia Calani Baranauskas,"BARANAUSKAS, Maria Cecilia Calani",NAO,"WebMAPS II - (Universal CNpq, R$ 48.000,00, 8 docentes, em Computação e Eng. Agricola)"
Neucimar Jeronimo Leite,"LEITE, N. J.",NAO,"WebMAPS II - (Universal CNpq, R$ 48.000,00, 8 docentes, em Computação e Eng. Agricola)"
Ricardo da Silva Torres,"TORRES, Ricardo da Silva",NAO,"WebMAPS II - (Universal CNpq, R$ 48.000,00, 8 docentes, em Computação e Eng. Agricola)"
Edmundo Roberto Mauro Madeira,"MADEIRA, Edmundo Roberto Mauro",NAO,"WebMAPS II - (Universal CNpq, R$ 48.000,00, 8 docentes, em Computação e Eng. Agricola)"
Eliane Martins,"MARTINS, Eliane",NAO,"WebMAPS II - (Universal CNpq, R$ 48.000,00, 8 docentes, em Computação e Eng. Agricola)"
Jurandir Zullo Jr,"ZULLO JR, Jurandir",NAO,"WebMAPS II - (Universal CNpq, R$ 48.000,00, 8 docentes, em Computação e Eng. Agricola)"
Rubens Augusto Camargo Lamparelli,"LAMPARELLI, Rubens Augusto Camargo",NAO,"WebMAPS II - (Universal CNpq, R$ 48.000,00, 8 docentes, em Computação e Eng. Agricola)"
Jansle Vieira Rocha,"ROCHA, Jansle Vieira",NAO,"WebMAPS II - (Universal CNpq, R$ 48.000,00, 8 docentes, em Computação e Eng. Agricola)"
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",SIM,Producing and publishing component-based digital content building blocks (HP) - US$ 50.000
André Santanchè,"SANTANCHÈ, André",NAO,Producing and publishing component-based digital content building blocks (HP) - US$ 50.000
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",SIM,"eFARMS - A two-way road into the networked world for small farms (Instituto Virtual FAPESP-Microsoft Research, R$ 193000,00, 6 pesquisadores em Computacao e Ciencias Agrarias.)"
Ricardo da Silva Torres,"TORRES, Ricardo da Silva",NAO,"eFARMS - A two-way road into the networked world for small farms (Instituto Virtual FAPESP-Microsoft Research, R$ 193000,00, 6 pesquisadores em Computacao e Ciencias Agrarias.)"
Rubens Augusto Camargo Lamparelli,"LAMPARELLI, Rubens Augusto Camargo",NAO,"eFARMS - A two-way road into the networked world for small farms (Instituto Virtual FAPESP-Microsoft Research, R$ 193000,00, 6 pesquisadores em Computacao e Ciencias Agrarias.)"
Jansle Vieira Rocha,"ROCHA, Jansle Vieira",NAO,"eFARMS - A two-way road into the networked world for small farms (Instituto Virtual FAPESP-Microsoft Research, R$ 193000,00, 6 pesquisadores em Computacao e Ciencias Agrarias.)"
Sandro Rigo,"RIGO, S.",NAO,"eFARMS - A two-way road into the networked world for small farms (Instituto Virtual FAPESP-Microsoft Research, R$ 193000,00, 6 pesquisadores em Computacao e Ciencias Agrarias.)"
Omar Carvalho Branquinho,"BRANQUINHO, O. C.",NAO,"eFARMS - A two-way road into the networked world for small farms (Instituto Virtual FAPESP-Microsoft Research, R$ 193000,00, 6 pesquisadores em Computacao e Ciencias Agrarias.)"
