NOME_COMPLETO,NOME_PARA_CITACAO,FLAG_RESPONSAVEL,PROJETO_NOME
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",SIM,"Bio-CORE -Biodiversity and COmputing Research (Edital Grandes Desafio, R$ 508 mil, 12 participantes - Computação e Biologia)"
Ricardo da Silva Torres,"TORRES, Ricardo da Silva",NAO,"Bio-CORE -Biodiversity and COmputing Research (Edital Grandes Desafio, R$ 508 mil, 12 participantes - Computação e Biologia)"
Eliane Martins,"MARTINS, Eliane",NAO,"Bio-CORE -Biodiversity and COmputing Research (Edital Grandes Desafio, R$ 508 mil, 12 participantes - Computação e Biologia)"
Alexandre Xavier Falcao,"FALCAO, Alexandre Xavier",NAO,"Bio-CORE -Biodiversity and COmputing Research (Edital Grandes Desafio, R$ 508 mil, 12 participantes - Computação e Biologia)"
Thomas Michael Lewinsohn,"LEWINSOHN, Thomas Michael",NAO,"Bio-CORE -Biodiversity and COmputing Research (Edital Grandes Desafio, R$ 508 mil, 12 participantes - Computação e Biologia)"
André Santanchè,"SANTANCHÈ, André",NAO,"Bio-CORE -Biodiversity and COmputing Research (Edital Grandes Desafio, R$ 508 mil, 12 participantes - Computação e Biologia)"
Cecilia Mary Fischer Rubira,"RUBIRA, C. M. F.",NAO,"Bio-CORE -Biodiversity and COmputing Research (Edital Grandes Desafio, R$ 508 mil, 12 participantes - Computação e Biologia)"
Roberto Marcondes Cesar Jr,"CESAR, R. M.",NAO,"Bio-CORE -Biodiversity and COmputing Research (Edital Grandes Desafio, R$ 508 mil, 12 participantes - Computação e Biologia)"
Rodolfo Jardim de Azevedo,"AZEVEDO, R. J.",NAO,"Bio-CORE -Biodiversity and COmputing Research (Edital Grandes Desafio, R$ 508 mil, 12 participantes - Computação e Biologia)"
Antonia Cecilia Zacagnini Amaral,"AMARAL, A. C. Z.",NAO,"Bio-CORE -Biodiversity and COmputing Research (Edital Grandes Desafio, R$ 508 mil, 12 participantes - Computação e Biologia)"
André Victor Lucci Freitas,"FREITAS, A. V. L.",NAO,"Bio-CORE -Biodiversity and COmputing Research (Edital Grandes Desafio, R$ 508 mil, 12 participantes - Computação e Biologia)"
Paulo Inácio de Knegt López do Prado,"PRADO, P. I. K. L.",NAO,"Bio-CORE -Biodiversity and COmputing Research (Edital Grandes Desafio, R$ 508 mil, 12 participantes - Computação e Biologia)"
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",SIM,"Gerenciamento na Web de bancos de dados de imagens de satelite para monitoramento agro-ambiental (binacional, Alemanha) R$ 43.000,00, 6 pesquisadores"
André Santanchè,"SANTANCHÈ, André",NAO,"Gerenciamento na Web de bancos de dados de imagens de satelite para monitoramento agro-ambiental (binacional, Alemanha) R$ 43.000,00, 6 pesquisadores"
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",SIM,"GeoTEC - Geoprocessamento - Metodologias e Técnicas. PROTEM-CC, US$ 1 milhao dolares."
Gilberto Camara,"CAMARA, G.",NAO,"GeoTEC - Geoprocessamento - Metodologias e Técnicas. PROTEM-CC, US$ 1 milhao dolares."
Marco Antonio Casanova,"CASANOVA, M. A.",NAO,"GeoTEC - Geoprocessamento - Metodologias e Técnicas. PROTEM-CC, US$ 1 milhao dolares."
Juliano Lopes de Oliveira,"OLIVEIRA, J. L.",NAO,"GeoTEC - Geoprocessamento - Metodologias e Técnicas. PROTEM-CC, US$ 1 milhao dolares."
Ana Carolina Salgado,"SALGADO, A. C.",NAO,"GeoTEC - Geoprocessamento - Metodologias e Técnicas. PROTEM-CC, US$ 1 milhao dolares."
Marcelo Gattass,"GATTASS, M.",NAO,"GeoTEC - Geoprocessamento - Metodologias e Técnicas. PROTEM-CC, US$ 1 milhao dolares."
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",NAO,INCT - Web Science
Marco Antonio Casanova,"CASANOVA, M. A.",NAO,INCT - Web Science
Carlos Jose Pereira de Lucena,"Lucena, Carlos Jose Pereira",NAO,INCT - Web Science
Maculan,"Maculan, Nelson",SIM,INCT - Web Science
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",SIM,"MuZoo: Ferramentas e modelos computacionais para busca exploratoria de dados em biodiversidade (R$ 135.000,00)"
Gilberto Zonta Pastorello Jr,"PASTORELLO JR, Gilberto Zonta",NAO,"MuZoo: Ferramentas e modelos computacionais para busca exploratoria de dados em biodiversidade (R$ 135.000,00)"
Eliane Martins,"MARTINS, Eliane",NAO,"MuZoo: Ferramentas e modelos computacionais para busca exploratoria de dados em biodiversidade (R$ 135.000,00)"
André Santanchè,"SANTANCHÈ, André",NAO,"MuZoo: Ferramentas e modelos computacionais para busca exploratoria de dados em biodiversidade (R$ 135.000,00)"
Carla Geovana do Nascimento Macario,"MACARIO, C. G. N.",NAO,"MuZoo: Ferramentas e modelos computacionais para busca exploratoria de dados em biodiversidade (R$ 135.000,00)"
Cecilia Mary Fischer Rubira,"RUBIRA, C. M. F.",NAO,"MuZoo: Ferramentas e modelos computacionais para busca exploratoria de dados em biodiversidade (R$ 135.000,00)"
Rodolfo Jardim de Azevedo,"AZEVEDO, R. J.",NAO,"MuZoo: Ferramentas e modelos computacionais para busca exploratoria de dados em biodiversidade (R$ 135.000,00)"
Antonia Cecilia Zacagnini Amaral,"AMARAL, A. C. Z.",NAO,"MuZoo: Ferramentas e modelos computacionais para busca exploratoria de dados em biodiversidade (R$ 135.000,00)"
Luis Felipe de Toledo,"TOLEDO, L. F.",NAO,"MuZoo: Ferramentas e modelos computacionais para busca exploratoria de dados em biodiversidade (R$ 135.000,00)"
Michela Borges,"BORGES, M.",NAO,"MuZoo: Ferramentas e modelos computacionais para busca exploratoria de dados em biodiversidade (R$ 135.000,00)"
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",SIM,"NAVSCALES - Navegando através de Escalas no Espaço e no Tempo e Domínios do Conhecimento. (FAPESP-MICROSOFT - R$ 350.000,00)"
Jansle Vieira Rocha,"ROCHA, Jansle Vieira",NAO,"NAVSCALES - Navegando através de Escalas no Espaço e no Tempo e Domínios do Conhecimento. (FAPESP-MICROSOFT - R$ 350.000,00)"
André Santanchè,"SANTANCHÈ, André",NAO,"NAVSCALES - Navegando através de Escalas no Espaço e no Tempo e Domínios do Conhecimento. (FAPESP-MICROSOFT - R$ 350.000,00)"
Rodolfo Jardim de Azevedo,"AZEVEDO, R. J.",NAO,"NAVSCALES - Navegando através de Escalas no Espaço e no Tempo e Domínios do Conhecimento. (FAPESP-MICROSOFT - R$ 350.000,00)"
Luis Felipe de Toledo,"TOLEDO, L. F.",NAO,"NAVSCALES - Navegando através de Escalas no Espaço e no Tempo e Domínios do Conhecimento. (FAPESP-MICROSOFT - R$ 350.000,00)"
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",NAO,Computational Science and Engineering - FAPESP CEPID
Rodolfo Jardim de Azevedo,"AZEVEDO, R. J.",NAO,Computational Science and Engineering - FAPESP CEPID
Munir Skaf,"SKAF, M.",SIM,Computational Science and Engineering - FAPESP CEPID
Guido Costa Souza de Araujo,"ARAUJO, G. C. S.",NAO,Computational Science and Engineering - FAPESP CEPID
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",SIM,AMIB - Algorithms for Managing Images for Biodiversity
Genevieve Jomier,"JOMIER, Genevieve",NAO,AMIB - Algorithms for Managing Images for Biodiversity
Ricardo da Silva Torres,"TORRES, Ricardo da Silva",NAO,AMIB - Algorithms for Managing Images for Biodiversity
Maude Manouvrier,"MANOUVRIER, Maude",NAO,AMIB - Algorithms for Managing Images for Biodiversity
André Santanchè,"SANTANCHÈ, André",NAO,AMIB - Algorithms for Managing Images for Biodiversity
Roberto Marcondes Cesar Jr,"CESAR, R. M.",NAO,AMIB - Algorithms for Managing Images for Biodiversity
Helio Pedrini,"PEDRINI, H.",NAO,AMIB - Algorithms for Managing Images for Biodiversity
Roberto Hirata,"HIRATA, R.",NAO,AMIB - Algorithms for Managing Images for Biodiversity
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",NAO,"Modelos e Métodos de eScience para Ciências da Vida e Agrárias (R$ 380.000,00)"
Alexandre Xavier Falcao,"FALCAO, Alexandre Xavier",NAO,"Modelos e Métodos de eScience para Ciências da Vida e Agrárias (R$ 380.000,00)"
Roberto Marcondes Cesar Jr,"CESAR, R. M.",SIM,"Modelos e Métodos de eScience para Ciências da Vida e Agrárias (R$ 380.000,00)"
Luciano Fontoura Costa,"COSTA, L. F.",NAO,"Modelos e Métodos de eScience para Ciências da Vida e Agrárias (R$ 380.000,00)"
Carlos Alberto Moreira Filho,"MOREIRA-FILHO, C. A (Carlos Alberto Moreira Filho)",NAO,"Modelos e Métodos de eScience para Ciências da Vida e Agrárias (R$ 380.000,00)"
