NOME_COMPLETO,NOME_PARA_CITACAO,FLAG_RESPONSAVEL,PROJETO_NOME
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",SIM,Um Framework baseado em Linhas de Produtos de Software para Tolerância a Falhas em Sistemas Orientados a Serviços
Amanda Sávio Nascimento e Silva,"Nascimento, A.S.",NAO,Um Framework baseado em Linhas de Produtos de Software para Tolerância a Falhas em Sistemas Orientados a Serviços
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",NAO,Menon@WS -Metodologias para o Desenvolvimento deWeb Services Não-Vulneravéis
Eliane Martins,"MARTINS, E.",SIM,Menon@WS -Metodologias para o Desenvolvimento deWeb Services Não-Vulneravéis
Henrique Madeira,"MADEIRA, H.",NAO,Menon@WS -Metodologias para o Desenvolvimento deWeb Services Não-Vulneravéis
Regina Lúcia de Oliveira Moraes,"MORAES, R. L. O.",NAO,Menon@WS -Metodologias para o Desenvolvimento deWeb Services Não-Vulneravéis
Marco Vieira,"Vieira, M.",NAO,Menon@WS -Metodologias para o Desenvolvimento deWeb Services Não-Vulneravéis
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",SIM,Variabilidade de Tratamento de Exceções em Linhas de Produtos de Software
Bruno Iizuka,"IIZUKA, B.",NAO,Variabilidade de Tratamento de Exceções em Linhas de Produtos de Software
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",SIM,Uma Infraestrutura para Linhas de Produtos de Software Dinâmicas e Orientadas a Serviços
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",NAO,SORTS - Suporte a Orquestração de Serviços Resilientes e Confiáveis na Névoa
"MARTINS, ELIANE","MARTINS, ELIANE",NAO,SORTS - Suporte a Orquestração de Serviços Resilientes e Confiáveis na Névoa
Luiz Fernando Bittencourt,"BITTENCOURT, L. F.",NAO,SORTS - Suporte a Orquestração de Serviços Resilientes e Confiáveis na Névoa
"VIEIRA, MARCO","VIEIRA, MARCO",NAO,SORTS - Suporte a Orquestração de Serviços Resilientes e Confiáveis na Névoa
Edmundo Roberto Mauro Madeira,"MADEIRA, E. R. M.",SIM,SORTS - Suporte a Orquestração de Serviços Resilientes e Confiáveis na Névoa
Edmundo Monteiro,"MONTEIRO, E.",NAO,SORTS - Suporte a Orquestração de Serviços Resilientes e Confiáveis na Névoa
Marília Curado,"CURADO, M.",NAO,SORTS - Suporte a Orquestração de Serviços Resilientes e Confiáveis na Névoa
Diego de Freitas Aranha,"ARANHA, D. F.",NAO,SORTS - Suporte a Orquestração de Serviços Resilientes e Confiáveis na Névoa
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",NAO,Projeto RODIN: Rigorous Open Development Environment  for  Complex Systems
Alexander Romanovsky,"ROMANOVSKY, A.",SIM,Projeto RODIN: Rigorous Open Development Environment  for  Complex Systems
Fernando José Castro Lima Filho,F.J.C.Lima Filho,NAO,Projeto RODIN: Rigorous Open Development Environment  for  Complex Systems
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",NAO,INCT em Ciencia da WEB
Cláudia Bauzer Medeiros,"MEDEIROS, C. B.",NAO,INCT em Ciencia da WEB
Carlos Lucena,"LUCENA, Carlos",SIM,INCT em Ciencia da WEB
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",NAO,"DEVASSES: DEsign, Verification and Validation of large-scale, dynamic Service SystEmS"
Eliane Martins,"MARTINS, E.",NAO,"DEVASSES: DEsign, Verification and Validation of large-scale, dynamic Service SystEmS"
Regina Lúcia de Oliveira Moraes,"MORAES, R. L. O.",NAO,"DEVASSES: DEsign, Verification and Validation of large-scale, dynamic Service SystEmS"
Marco Vieira,"Vieira, M.",SIM,"DEVASSES: DEsign, Verification and Validation of large-scale, dynamic Service SystEmS"
Andrea Bondavalli,"BONDAVALLI, A.",NAO,"DEVASSES: DEsign, Verification and Validation of large-scale, dynamic Service SystEmS"
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",NAO,e-phenology: Combining New Technologies to Monitor Phenology from Leaves to Ecosystems
"TORRES, RICARDO DA S.","TORRES, RICARDO DA S.",NAO,e-phenology: Combining New Technologies to Monitor Phenology from Leaves to Ecosystems
Leonor Patrícia Cerdeira Morellato,"MORELLATO, L. P. C.",SIM,e-phenology: Combining New Technologies to Monitor Phenology from Leaves to Ecosystems
Cecília Mary Fischer Rubira,"RUBIRA, C. M. F.;Rubira, Cecília M. F.;Rubira, Cecília Mary F.;RUBIRA, CECILIA M. F.;RUBIRA, CECILIA M.F.;RUBIRA, C.M.F.;Rubira, Cecília M. F;Rubira, Cecília M.F;RUBIRA, C.M.F;Cecília Mary Fischer Rubira;Cecilia Mary Fischer Rubira;C. Rubira;C.M.F. Rubira;C.M.F. RUBIRA;C RUBIRA;CMF RUBIRA;C. RUBIRA-CALSAVARA;CMF RUBIRA-CALSAVARA;Cecília M. F RUBIRA;Cecília M. F. RUBIRA;Cecília M. F. Rubira;Cecília M. F Rubira;RUBIRA, CEC''LIA M.F;RUBIRA, CECILIA MARY FISCHER;RUBIRA, CECÍLIA MF;RUBIRA, CECÍLIA;RUBIRA, CECILIA MARY FISHER;RUBIRA,CECÍLIA M.;RUBIRA, CECÍLIA M.",NAO,EUBra-BIGSEA Europe ? Brazil Collaboration of BIG Data Scientific Research through Cloud-Centric Applications
Eliane Martins,"MARTINS, E.",NAO,EUBra-BIGSEA Europe ? Brazil Collaboration of BIG Data Scientific Research through Cloud-Centric Applications
Wagner Meira Júnior,"MEIRA JUNIOR, W.",SIM,EUBra-BIGSEA Europe ? Brazil Collaboration of BIG Data Scientific Research through Cloud-Centric Applications
