NIVEL,NOME_INSTITUICAO,NOME_ORGAO,NOME_CURSO,STATUS_DO_CURSO,ANO_DE_INICIO,ANO_DE_CONCLUSAO,FLAG_BOLSA,NOME_AGENCIA,ANO_DE_OBTENCAO_DO_TITULO,TITULO_DA_DISSERTACAO_TESE,NOME_COMPLETO_DO_ORIENTADOR
3,Universidade Federal de São Carlos,NULL,Química,CONCLUIDO,2007,2009,SIM,Fundação de Amparo à Pesquisa do Estado de São Paulo,2009,"Estudos biossintéticos de amidas bis-fenilpropanoídicas produzidas pelo fungo Penicillium Brasilianum, um endofítico de melia azedarach.",Edson Rodrigues Filho
