NOME_INSTITUICAO,NATUREZA,PROJETO_NOME
Fundação de Amparo à Pesquisa do Estado de São Paulo,AUXILIO_FINANCEIRO,Estudos biossintéticos utilizando abordagens Bottom-up de policetídeos produzidos por fungos do gênero Penicillium
"Fundo de Apoio ao Ensino, à Pesquisa e à Extensão",AUXILIO_FINANCEIRO,Estudos biossintéticos de produtos naturais microbianos
