NOME,ENTIDADE_PROMOTORA,ANO_DA_PREMIACAO
Prêmio Especial Música Erutida APCA para Centro de Integração Documentação e Difusão Cultural na pessoa de Denise Garcia,Associação Paulista de Críticos de Arte,2013
